year,fuel,energy_[pj],category,state
2004,bagasse [pj],,consumption_of_fuels,Victoria
2005,bagasse [pj],,consumption_of_fuels,Victoria
2006,bagasse [pj],,consumption_of_fuels,Victoria
2007,bagasse [pj],,consumption_of_fuels,Victoria
2008,bagasse [pj],,consumption_of_fuels,Victoria
2009,bagasse [pj],,consumption_of_fuels,Victoria
2010,bagasse [pj],,consumption_of_fuels,Victoria
2011,bagasse [pj],,consumption_of_fuels,Victoria
2012,bagasse [pj],,consumption_of_fuels,Victoria
2013,bagasse [pj],,consumption_of_fuels,Victoria
2014,bagasse [pj],,consumption_of_fuels,Victoria
2015,bagasse [pj],,consumption_of_fuels,Victoria
2016,bagasse [pj],,consumption_of_fuels,Victoria
2017,bagasse [pj],,consumption_of_fuels,Victoria
2018,bagasse [pj],,consumption_of_fuels,Victoria
2019,bagasse [pj],,consumption_of_fuels,Victoria
2020,bagasse [pj],,consumption_of_fuels,Victoria
2021,bagasse [pj],,consumption_of_fuels,Victoria
2022,bagasse [pj],,consumption_of_fuels,Victoria
,bagasse [pj],,consumption_of_fuels,Victoria
,bagasse [pj],,consumption_of_fuels,Victoria
,bagasse [pj],,consumption_of_fuels,Victoria
,bagasse [pj],,consumption_of_fuels,Victoria
,bagasse [pj],,consumption_of_fuels,Victoria
,bagasse [pj],,consumption_of_fuels,Victoria
,bagasse [pj],,consumption_of_fuels,Victoria
,bagasse [pj],,consumption_of_fuels,Victoria
,bagasse [pj],,consumption_of_fuels,Victoria
1960,refinery_input [pj],,consumption_of_fuels,Victoria
1961,refinery_input [pj],,consumption_of_fuels,Victoria
1962,refinery_input [pj],,consumption_of_fuels,Victoria
1963,refinery_input [pj],,consumption_of_fuels,Victoria
1964,refinery_input [pj],,consumption_of_fuels,Victoria
1965,refinery_input [pj],,consumption_of_fuels,Victoria
1966,refinery_input [pj],,consumption_of_fuels,Victoria
1967,refinery_input [pj],,consumption_of_fuels,Victoria
1968,refinery_input [pj],,consumption_of_fuels,Victoria
1969,refinery_input [pj],,consumption_of_fuels,Victoria
1970,refinery_input [pj],,consumption_of_fuels,Victoria
1971,refinery_input [pj],,consumption_of_fuels,Victoria
1972,refinery_input [pj],,consumption_of_fuels,Victoria
1973,refinery_input [pj],,consumption_of_fuels,Victoria
1974,refinery_input [pj],,consumption_of_fuels,Victoria
1975,refinery_input [pj],,consumption_of_fuels,Victoria
1976,refinery_input [pj],,consumption_of_fuels,Victoria
1977,refinery_input [pj],,consumption_of_fuels,Victoria
1978,refinery_input [pj],,consumption_of_fuels,Victoria
1979,refinery_input [pj],,consumption_of_fuels,Victoria
1980,refinery_input [pj],,consumption_of_fuels,Victoria
1981,refinery_input [pj],,consumption_of_fuels,Victoria
1982,refinery_input [pj],,consumption_of_fuels,Victoria
1983,refinery_input [pj],,consumption_of_fuels,Victoria
1984,refinery_input [pj],,consumption_of_fuels,Victoria
1985,refinery_input [pj],,consumption_of_fuels,Victoria
1986,refinery_input [pj],,consumption_of_fuels,Victoria
1987,refinery_input [pj],,consumption_of_fuels,Victoria
1988,refinery_input [pj],,consumption_of_fuels,Victoria
1989,refinery_input [pj],,consumption_of_fuels,Victoria
1990,refinery_input [pj],,consumption_of_fuels,Victoria
1991,refinery_input [pj],,consumption_of_fuels,Victoria
1992,refinery_input [pj],,consumption_of_fuels,Victoria
1993,refinery_input [pj],,consumption_of_fuels,Victoria
1994,refinery_input [pj],,consumption_of_fuels,Victoria
1995,refinery_input [pj],,consumption_of_fuels,Victoria
1996,refinery_input [pj],,consumption_of_fuels,Victoria
1997,refinery_input [pj],,consumption_of_fuels,Victoria
1998,refinery_input [pj],,consumption_of_fuels,Victoria
1999,refinery_input [pj],,consumption_of_fuels,Victoria
2000,refinery_input [pj],,consumption_of_fuels,Victoria
2001,refinery_input [pj],,consumption_of_fuels,Victoria
2002,refinery_input [pj],,consumption_of_fuels,Victoria
2003,refinery_input [pj],,consumption_of_fuels,Victoria
2004,refinery_input [pj],,consumption_of_fuels,Victoria
2005,refinery_input [pj],,consumption_of_fuels,Victoria
2006,refinery_input [pj],,consumption_of_fuels,Victoria
2007,refinery_input [pj],,consumption_of_fuels,Victoria
2008,refinery_input [pj],,consumption_of_fuels,Victoria
2009,refinery_input [pj],,consumption_of_fuels,Victoria
2010,refinery_input [pj],,consumption_of_fuels,Victoria
2011,refinery_input [pj],,consumption_of_fuels,Victoria
2012,refinery_input [pj],,consumption_of_fuels,Victoria
2013,refinery_input [pj],,consumption_of_fuels,Victoria
2014,refinery_input [pj],,consumption_of_fuels,Victoria
2015,refinery_input [pj],,consumption_of_fuels,Victoria
2016,refinery_input [pj],,consumption_of_fuels,Victoria
2017,refinery_input [pj],,consumption_of_fuels,Victoria
2018,refinery_input [pj],,consumption_of_fuels,Victoria
2019,refinery_input [pj],,consumption_of_fuels,Victoria
2020,refinery_input [pj],,consumption_of_fuels,Victoria
2021,refinery_input [pj],,consumption_of_fuels,Victoria
2022,refinery_input [pj],,consumption_of_fuels,Victoria
,refinery_input [pj],,consumption_of_fuels,Victoria
,refinery_input [pj],,consumption_of_fuels,Victoria
,refinery_input [pj],,consumption_of_fuels,Victoria
,refinery_input [pj],,consumption_of_fuels,Victoria
,refinery_input [pj],,consumption_of_fuels,Victoria
,refinery_input [pj],,consumption_of_fuels,Victoria
,refinery_input [pj],,consumption_of_fuels,Victoria
,refinery_input [pj],,consumption_of_fuels,Victoria
,refinery_input [pj],,consumption_of_fuels,Victoria
1960,petroleum_products [pj],154.4,consumption_of_fuels,Victoria
1961,petroleum_products [pj],162.3,consumption_of_fuels,Victoria
1962,petroleum_products [pj],179.3,consumption_of_fuels,Victoria
1963,petroleum_products [pj],199.4,consumption_of_fuels,Victoria
1964,petroleum_products [pj],214.4,consumption_of_fuels,Victoria
1965,petroleum_products [pj],224.7,consumption_of_fuels,Victoria
1966,petroleum_products [pj],236.5,consumption_of_fuels,Victoria
1967,petroleum_products [pj],251.5,consumption_of_fuels,Victoria
1968,petroleum_products [pj],273.4,consumption_of_fuels,Victoria
1969,petroleum_products [pj],291.6,consumption_of_fuels,Victoria
1970,petroleum_products [pj],302.7,consumption_of_fuels,Victoria
1971,petroleum_products [pj],313.4,consumption_of_fuels,Victoria
1972,petroleum_products [pj],319.1,consumption_of_fuels,Victoria
1973,petroleum_products [pj],341.8,consumption_of_fuels,Victoria
1974,petroleum_products [pj],337.3,consumption_of_fuels,Victoria
1975,petroleum_products [pj],331.3,consumption_of_fuels,Victoria
1976,petroleum_products [pj],350.0,consumption_of_fuels,Victoria
1977,petroleum_products [pj],366.4,consumption_of_fuels,Victoria
1978,petroleum_products [pj],366.2,consumption_of_fuels,Victoria
1979,petroleum_products [pj],348.9,consumption_of_fuels,Victoria
1980,petroleum_products [pj],332.5,consumption_of_fuels,Victoria
1981,petroleum_products [pj],326.0,consumption_of_fuels,Victoria
1982,petroleum_products [pj],314.1,consumption_of_fuels,Victoria
1983,petroleum_products [pj],322.6,consumption_of_fuels,Victoria
1984,petroleum_products [pj],329.3,consumption_of_fuels,Victoria
1985,petroleum_products [pj],332.3,consumption_of_fuels,Victoria
1986,petroleum_products [pj],342.5,consumption_of_fuels,Victoria
1987,petroleum_products [pj],357.9,consumption_of_fuels,Victoria
1988,petroleum_products [pj],368.8,consumption_of_fuels,Victoria
1989,petroleum_products [pj],369.7,consumption_of_fuels,Victoria
1990,petroleum_products [pj],360.8,consumption_of_fuels,Victoria
1991,petroleum_products [pj],358.6,consumption_of_fuels,Victoria
1992,petroleum_products [pj],368.8,consumption_of_fuels,Victoria
1993,petroleum_products [pj],381.7,consumption_of_fuels,Victoria
1994,petroleum_products [pj],392.1,consumption_of_fuels,Victoria
1995,petroleum_products [pj],400.6,consumption_of_fuels,Victoria
1996,petroleum_products [pj],400.9,consumption_of_fuels,Victoria
1997,petroleum_products [pj],412.9,consumption_of_fuels,Victoria
1998,petroleum_products [pj],424.7,consumption_of_fuels,Victoria
1999,petroleum_products [pj],432.6,consumption_of_fuels,Victoria
2000,petroleum_products [pj],395.0,consumption_of_fuels,Victoria
2001,petroleum_products [pj],407.2,consumption_of_fuels,Victoria
2002,petroleum_products [pj],407.61,consumption_of_fuels,Victoria
2003,petroleum_products [pj],445.238,consumption_of_fuels,Victoria
2004,petroleum_products [pj],451.831,consumption_of_fuels,Victoria
2005,petroleum_products [pj],452.459,consumption_of_fuels,Victoria
2006,petroleum_products [pj],457.649,consumption_of_fuels,Victoria
2007,petroleum_products [pj],459.13,consumption_of_fuels,Victoria
2008,petroleum_products [pj],446.643,consumption_of_fuels,Victoria
2009,petroleum_products [pj],452.128,consumption_of_fuels,Victoria
2010,petroleum_products [pj],483.082,consumption_of_fuels,Victoria
2011,petroleum_products [pj],478.116,consumption_of_fuels,Victoria
2012,petroleum_products [pj],499.707,consumption_of_fuels,Victoria
2013,petroleum_products [pj],500.921,consumption_of_fuels,Victoria
2014,petroleum_products [pj],508.081,consumption_of_fuels,Victoria
2015,petroleum_products [pj],524.231,consumption_of_fuels,Victoria
2016,petroleum_products [pj],523.498,consumption_of_fuels,Victoria
2017,petroleum_products [pj],523.47,consumption_of_fuels,Victoria
2018,petroleum_products [pj],532.186,consumption_of_fuels,Victoria
2019,petroleum_products [pj],481.958,consumption_of_fuels,Victoria
2020,petroleum_products [pj],420.169,consumption_of_fuels,Victoria
2021,petroleum_products [pj],428.611,consumption_of_fuels,Victoria
2022,petroleum_products [pj],465.857,consumption_of_fuels,Victoria
,petroleum_products [pj],,consumption_of_fuels,Victoria
,petroleum_products [pj],,consumption_of_fuels,Victoria
,petroleum_products [pj],,consumption_of_fuels,Victoria
,petroleum_products [pj],,consumption_of_fuels,Victoria
,petroleum_products [pj],,consumption_of_fuels,Victoria
,petroleum_products [pj],,consumption_of_fuels,Victoria
,petroleum_products [pj],,consumption_of_fuels,Victoria
,petroleum_products [pj],,consumption_of_fuels,Victoria
,petroleum_products [pj],,consumption_of_fuels,Victoria
1960,natural_gas [pj],,consumption_of_fuels,Victoria
1961,natural_gas [pj],,consumption_of_fuels,Victoria
1962,natural_gas [pj],,consumption_of_fuels,Victoria
1963,natural_gas [pj],,consumption_of_fuels,Victoria
1964,natural_gas [pj],,consumption_of_fuels,Victoria
1965,natural_gas [pj],,consumption_of_fuels,Victoria
1966,natural_gas [pj],,consumption_of_fuels,Victoria
1967,natural_gas [pj],,consumption_of_fuels,Victoria
1968,natural_gas [pj],0.8,consumption_of_fuels,Victoria
1969,natural_gas [pj],13.1,consumption_of_fuels,Victoria
1970,natural_gas [pj],33.4,consumption_of_fuels,Victoria
1971,natural_gas [pj],42.5,consumption_of_fuels,Victoria
1972,natural_gas [pj],57.1,consumption_of_fuels,Victoria
1973,natural_gas [pj],80.6,consumption_of_fuels,Victoria
1974,natural_gas [pj],97.3,consumption_of_fuels,Victoria
1975,natural_gas [pj],112.6,consumption_of_fuels,Victoria
1976,natural_gas [pj],130.9,consumption_of_fuels,Victoria
1977,natural_gas [pj],139.6,consumption_of_fuels,Victoria
1978,natural_gas [pj],157.5,consumption_of_fuels,Victoria
1979,natural_gas [pj],178.5,consumption_of_fuels,Victoria
1980,natural_gas [pj],213.3,consumption_of_fuels,Victoria
1981,natural_gas [pj],238.9,consumption_of_fuels,Victoria
1982,natural_gas [pj],228.5,consumption_of_fuels,Victoria
1983,natural_gas [pj],243.7,consumption_of_fuels,Victoria
1984,natural_gas [pj],224.2,consumption_of_fuels,Victoria
1985,natural_gas [pj],230.4,consumption_of_fuels,Victoria
1986,natural_gas [pj],221.1,consumption_of_fuels,Victoria
1987,natural_gas [pj],218.8,consumption_of_fuels,Victoria
1988,natural_gas [pj],230.0,consumption_of_fuels,Victoria
1989,natural_gas [pj],259.2,consumption_of_fuels,Victoria
1990,natural_gas [pj],230.8,consumption_of_fuels,Victoria
1991,natural_gas [pj],239.0,consumption_of_fuels,Victoria
1992,natural_gas [pj],245.7,consumption_of_fuels,Victoria
1993,natural_gas [pj],234.9,consumption_of_fuels,Victoria
1994,natural_gas [pj],260.2,consumption_of_fuels,Victoria
1995,natural_gas [pj],262.1,consumption_of_fuels,Victoria
1996,natural_gas [pj],238.4,consumption_of_fuels,Victoria
1997,natural_gas [pj],241.4,consumption_of_fuels,Victoria
1998,natural_gas [pj],223.4,consumption_of_fuels,Victoria
1999,natural_gas [pj],236.9,consumption_of_fuels,Victoria
2000,natural_gas [pj],246.2,consumption_of_fuels,Victoria
2001,natural_gas [pj],251.0,consumption_of_fuels,Victoria
2002,natural_gas [pj],247.531,consumption_of_fuels,Victoria
2003,natural_gas [pj],259.444,consumption_of_fuels,Victoria
2004,natural_gas [pj],259.105,consumption_of_fuels,Victoria
2005,natural_gas [pj],258.641,consumption_of_fuels,Victoria
2006,natural_gas [pj],259.185,consumption_of_fuels,Victoria
2007,natural_gas [pj],269.444,consumption_of_fuels,Victoria
2008,natural_gas [pj],273.499,consumption_of_fuels,Victoria
2009,natural_gas [pj],263.452,consumption_of_fuels,Victoria
2010,natural_gas [pj],258.585,consumption_of_fuels,Victoria
2011,natural_gas [pj],263.602,consumption_of_fuels,Victoria
2012,natural_gas [pj],276.166,consumption_of_fuels,Victoria
2013,natural_gas [pj],252.831,consumption_of_fuels,Victoria
2014,natural_gas [pj],257.655,consumption_of_fuels,Victoria
2015,natural_gas [pj],253.883,consumption_of_fuels,Victoria
2016,natural_gas [pj],258.676,consumption_of_fuels,Victoria
2017,natural_gas [pj],263.553,consumption_of_fuels,Victoria
2018,natural_gas [pj],255.891,consumption_of_fuels,Victoria
2019,natural_gas [pj],256.517,consumption_of_fuels,Victoria
2020,natural_gas [pj],236.287,consumption_of_fuels,Victoria
2021,natural_gas [pj],237.504,consumption_of_fuels,Victoria
2022,natural_gas [pj],215.167,consumption_of_fuels,Victoria
,natural_gas [pj],,consumption_of_fuels,Victoria
,natural_gas [pj],,consumption_of_fuels,Victoria
,natural_gas [pj],,consumption_of_fuels,Victoria
,natural_gas [pj],,consumption_of_fuels,Victoria
,natural_gas [pj],,consumption_of_fuels,Victoria
,natural_gas [pj],,consumption_of_fuels,Victoria
,natural_gas [pj],,consumption_of_fuels,Victoria
,natural_gas [pj],,consumption_of_fuels,Victoria
,natural_gas [pj],,consumption_of_fuels,Victoria
1960,town_gas [pj],,consumption_of_fuels,Victoria
1961,town_gas [pj],,consumption_of_fuels,Victoria
1962,town_gas [pj],,consumption_of_fuels,Victoria
1963,town_gas [pj],11.5,consumption_of_fuels,Victoria
1964,town_gas [pj],12.0,consumption_of_fuels,Victoria
1965,town_gas [pj],11.7,consumption_of_fuels,Victoria
1966,town_gas [pj],12.7,consumption_of_fuels,Victoria
1967,town_gas [pj],13.4,consumption_of_fuels,Victoria
1968,town_gas [pj],14.5,consumption_of_fuels,Victoria
1969,town_gas [pj],,consumption_of_fuels,Victoria
1970,town_gas [pj],,consumption_of_fuels,Victoria
1971,town_gas [pj],,consumption_of_fuels,Victoria
1972,town_gas [pj],,consumption_of_fuels,Victoria
1973,town_gas [pj],0.6,consumption_of_fuels,Victoria
1974,town_gas [pj],0.6,consumption_of_fuels,Victoria
1975,town_gas [pj],0.7,consumption_of_fuels,Victoria
1976,town_gas [pj],0.7,consumption_of_fuels,Victoria
1977,town_gas [pj],0.6,consumption_of_fuels,Victoria
1978,town_gas [pj],0.6,consumption_of_fuels,Victoria
1979,town_gas [pj],0.6,consumption_of_fuels,Victoria
1980,town_gas [pj],0.6,consumption_of_fuels,Victoria
1981,town_gas [pj],0.6,consumption_of_fuels,Victoria
1982,town_gas [pj],0.7,consumption_of_fuels,Victoria
1983,town_gas [pj],0.7,consumption_of_fuels,Victoria
1984,town_gas [pj],0.8,consumption_of_fuels,Victoria
1985,town_gas [pj],0.8,consumption_of_fuels,Victoria
1986,town_gas [pj],0.7,consumption_of_fuels,Victoria
1987,town_gas [pj],0.7,consumption_of_fuels,Victoria
1988,town_gas [pj],0.7,consumption_of_fuels,Victoria
1989,town_gas [pj],0.8,consumption_of_fuels,Victoria
1990,town_gas [pj],0.8,consumption_of_fuels,Victoria
1991,town_gas [pj],0.9,consumption_of_fuels,Victoria
1992,town_gas [pj],0.9,consumption_of_fuels,Victoria
1993,town_gas [pj],0.5,consumption_of_fuels,Victoria
1994,town_gas [pj],0.5,consumption_of_fuels,Victoria
1995,town_gas [pj],0.6,consumption_of_fuels,Victoria
1996,town_gas [pj],0.6,consumption_of_fuels,Victoria
1997,town_gas [pj],0.6,consumption_of_fuels,Victoria
1998,town_gas [pj],0.6,consumption_of_fuels,Victoria
1999,town_gas [pj],0.6,consumption_of_fuels,Victoria
2000,town_gas [pj],0.6,consumption_of_fuels,Victoria
2001,town_gas [pj],0.6,consumption_of_fuels,Victoria
2002,town_gas [pj],0.621,consumption_of_fuels,Victoria
2003,town_gas [pj],0.58,consumption_of_fuels,Victoria
2004,town_gas [pj],0.59,consumption_of_fuels,Victoria
2005,town_gas [pj],0.549,consumption_of_fuels,Victoria
2006,town_gas [pj],0.541,consumption_of_fuels,Victoria
2007,town_gas [pj],0.359,consumption_of_fuels,Victoria
2008,town_gas [pj],0.807,consumption_of_fuels,Victoria
2009,town_gas [pj],0.135,consumption_of_fuels,Victoria
2010,town_gas [pj],0.157,consumption_of_fuels,Victoria
2011,town_gas [pj],0.069,consumption_of_fuels,Victoria
2012,town_gas [pj],0.042,consumption_of_fuels,Victoria
2013,town_gas [pj],0.022,consumption_of_fuels,Victoria
2014,town_gas [pj],,consumption_of_fuels,Victoria
2015,town_gas [pj],,consumption_of_fuels,Victoria
2016,town_gas [pj],,consumption_of_fuels,Victoria
2017,town_gas [pj],,consumption_of_fuels,Victoria
2018,town_gas [pj],,consumption_of_fuels,Victoria
2019,town_gas [pj],,consumption_of_fuels,Victoria
2020,town_gas [pj],,consumption_of_fuels,Victoria
2021,town_gas [pj],,consumption_of_fuels,Victoria
2022,town_gas [pj],,consumption_of_fuels,Victoria
,town_gas [pj],,consumption_of_fuels,Victoria
,town_gas [pj],,consumption_of_fuels,Victoria
,town_gas [pj],,consumption_of_fuels,Victoria
,town_gas [pj],,consumption_of_fuels,Victoria
,town_gas [pj],,consumption_of_fuels,Victoria
,town_gas [pj],,consumption_of_fuels,Victoria
,town_gas [pj],,consumption_of_fuels,Victoria
,town_gas [pj],,consumption_of_fuels,Victoria
,town_gas [pj],,consumption_of_fuels,Victoria
1960,electricity [pj],,consumption_of_fuels,Victoria
1961,electricity [pj],,consumption_of_fuels,Victoria
1962,electricity [pj],,consumption_of_fuels,Victoria
1963,electricity [pj],,consumption_of_fuels,Victoria
1964,electricity [pj],,consumption_of_fuels,Victoria
1965,electricity [pj],,consumption_of_fuels,Victoria
1966,electricity [pj],,consumption_of_fuels,Victoria
1967,electricity [pj],,consumption_of_fuels,Victoria
1968,electricity [pj],,consumption_of_fuels,Victoria
1969,electricity [pj],,consumption_of_fuels,Victoria
1970,electricity [pj],,consumption_of_fuels,Victoria
1971,electricity [pj],,consumption_of_fuels,Victoria
1972,electricity [pj],,consumption_of_fuels,Victoria
1973,electricity [pj],63.9,consumption_of_fuels,Victoria
1974,electricity [pj],68.1,consumption_of_fuels,Victoria
1975,electricity [pj],71.9,consumption_of_fuels,Victoria
1976,electricity [pj],75.7,consumption_of_fuels,Victoria
1977,electricity [pj],77.0,consumption_of_fuels,Victoria
1978,electricity [pj],82.2,consumption_of_fuels,Victoria
1979,electricity [pj],84.9,consumption_of_fuels,Victoria
1980,electricity [pj],91.4,consumption_of_fuels,Victoria
1981,electricity [pj],95.7,consumption_of_fuels,Victoria
1982,electricity [pj],95.2,consumption_of_fuels,Victoria
1983,electricity [pj],97.7,consumption_of_fuels,Victoria
